smiles,canonical_smiles,inchi_key,pka,task,source,temperature,method,split,notes
ClC1(=C([N+](=O)[O-])C=CC=C1C(=O)O),ClC1(=C([N+](=O)[O-])C=CC=C1C(=O)O),JRQDVRIQJJPHEQ-UHFFFAOYSA-N,2.02,acidic,RES200_Opt1_acidic,25.0,conductometric,train,
O(C1(=CC=[N+](O)C=C1))C,O(C1(=CC=[N+](O)C=C1))C,YYJKWWCNTUULMK-UHFFFAOYSA-N,2.05,acidic,RES200_Opt1_acidic,,potentiometric,train,
S(=O)(O)CCCC1(=CC=CC=C1),S(=O)(O)CCCC1(=CC=CC=C1),CFSNYACSOSNGMO-UHFFFAOYSA-N,2.05,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
SC=2(C1(=[NH+]C=CC=C1C=CC=2)),SC=2(C1(=[NH+]C=CC=C1C=CC=2)),MHTSJSRDFXZFHQ-UHFFFAOYSA-N,2.05,acidic,RES200_Opt1_acidic,20.0,spectrophotometric,train,
O=[N+]([O-])C=1(OC(C(=O)O)=CC=1),O=[N+]([O-])C=1(OC(C(=O)O)=CC=1),IODMEDPPCXSFLD-UHFFFAOYSA-N,2.06,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
FC2(=CC=C(C1(=C(O)C1=O))C=C2),FC2(=CC=C(C1(=C(O)C1=O))C=C2),YAZHOMRIZYKYQD-UHFFFAOYSA-N,2.07,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
ClC1(=NN=NN1),ClC1(=NN=NN1),AKTHZWMYNACDDW-UHFFFAOYSA-N,2.07,acidic,RES200_Opt1_acidic,,potentiometric,train,
O=C(N)C1(=CC(=[N+](O)C(=C1)C)C),O=C(N)C1(=CC(=[N+](O)C(=C1)C)C),VERJTPLDDZVZAX-UHFFFAOYSA-O,2.08,acidic,RES200_Opt1_acidic,,spectrophotometric,train,
N#CC(NC(C#N)=C(C#N)C#N)=C(C#N)C#N,N#CC(NC(C#N)=C(C#N)C#N)=C(C#N)C#N,CHNOMIWAZBNIAG-UHFFFAOYSA-N,2.1,acidic,RES200_Opt1_acidic,,,train,
OC1(=[N+](N)C=CC=C1),OC1(=[N+](N)C=CC=C1),JADBQNNRRQRIFM-UHFFFAOYSA-O,2.1,acidic,RES200_Opt1_acidic,,,train,
O=C(O)CN1(N=NN=C1C2(=CC=CC=C2)),O=C(O)CN1(N=NN=C1C2(=CC=CC=C2)),NKSNDPYCSQTRON-UHFFFAOYSA-N,2.11,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
O=C(O)CN1(N=NC=N1),O=C(O)CN1(N=NC=N1),GMAXIVSAGRBSEY-UHFFFAOYSA-N,2.12,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
OC1(=[NH+]C=NC=2(C1=CC=CC=2)),OC1(=[NH+]C=NC=2(C1=CC=CC=2)),QMNUDYFKZYBWQX-UHFFFAOYSA-N,2.12,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
O=[N+]([O-])C1(=C(C(=CC=C1)C)C(=O)O),O=[N+]([O-])C1(=C(C(=CC=C1)C)C(=O)O),CCXSGQZMYLXTOI-UHFFFAOYSA-N,2.13,acidic,RES200_Opt1_acidic,21.0,mean from 3,train,
[Br]C1(=NN=NN1),[Br]C1(=NN=NN1),HFULRRXNTBESRB-UHFFFAOYSA-N,2.13,acidic,RES200_Opt1_acidic,,potentiometric,train,
O=C(O)CN1(N=NN=C1C),O=C(O)CN1(N=NN=C1C),GDUACQJKANABTG-UHFFFAOYSA-N,2.16,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
ClC1(=CC([N+](=O)[O-])=CC(=C1)C(=O)O),ClC1(=CC([N+](=O)[O-])=CC(=C1)C(=O)O),YLQAJBKACBLUCM-UHFFFAOYSA-N,2.17,acidic,RES200_Opt1_acidic,25.0,conductometric,train,
O=C(O)C([NH3+])CC1(=NNC2(=C1C=CC=C2)),O=C(O)C([NH3+])CC1(=NNC2(=C1C=CC=C2)),JXKBMHROUWEAAK-UHFFFAOYSA-N,2.2,acidic,RES200_Opt1_acidic,,potentiometric,train,
S(=O)(O)CCCC,S(=O)(O)CCCC,DCBILZQETXFXAY-UHFFFAOYSA-N,2.2,acidic,RES200_Opt1_acidic,20.0,mean from 3,train,
O=C(O)C([NH3+])CN1(N=CC=C1),O=C(O)C([NH3+])CN1(N=CC=C1),IGZLPKYEPZJWCH-UHFFFAOYSA-N,2.2,acidic,RES200_Opt1_acidic,,,train,
O=C1(C(O)=C1C2(=CC=C(C(C)(C)C)C=C2)),O=C1(C(O)=C1C2(=CC=C(C(C)(C)C)C=C2)),SYGXYFJWFCJGQK-UHFFFAOYSA-N,2.21,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
SC1(=[NH+]C=NC(=C1N)N),SC1(=[NH+]C=NC(=C1N)N),LFJKVEOWXYKQGT-UHFFFAOYSA-N,2.21,acidic,RES200_Opt1_acidic,,mean from 2,train,
O=C(O)C([NH2+]CCC)C,O=C(O)C([NH2+]CCC)C,WWSVBEMQNBETIN-UHFFFAOYSA-N,2.21,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
O=C(O)C([NH2+]C)C,O=C(O)C([NH2+]C)C,RGIAKCODSSBRKT-UHFFFAOYSA-N,2.22,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
O=C(O)C([NH2+]CC)C,O=C(O)C([NH2+]CC)C,XMSGLSVWJUGOMH-UHFFFAOYSA-N,2.22,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
[Br]C1(C(=O)OCC1=O),[Br]C1(C(=O)OCC1=O),COOFLZGRGJYHTB-UHFFFAOYSA-N,2.23,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
O=C(O)CN1(N=NC(=N1)C),O=C(O)CN1(N=NC(=N1)C),AIDQPLZZKWGAEI-UHFFFAOYSA-N,2.23,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
S1(=O)(=O)(CN(C(=O)C)C(C1)C(=O)O),S1(=O)(=O)(CN(C(=O)C)C(C1)C(=O)O),CDUGTRBXYJFUJF-UHFFFAOYSA-N,2.23,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
O=C(O)C(C#N)CC1(=CC=CC=C1),O=C(O)C(C#N)CC1(=CC=CC=C1),NUGQZOYXXKGQLD-UHFFFAOYSA-N,2.24,acidic,RES200_Opt1_acidic,25.0,conductometric,train,
O=C(O)C[NH2+]C,O=C(O)C[NH2+]C,FTKWPCCYILUHFL-UHFFFAOYSA-N,2.24,acidic,RES200_Opt1_acidic,23.0,mean from 5,train,
OC1(=[NH+]C=CC=N1),OC1(=[NH+]C=CC=N1),VTGOHKSTWXHQJK-UHFFFAOYSA-N,2.24,acidic,RES200_Opt1_acidic,,potentiometric,train,
N#CC(C#N)=C(C(C#N)C#N)C(C#N)C#N,N#CC(C#N)=C(C(C#N)C#N)C(C#N)C#N,WBOFCAJJDIYFGQ-UHFFFAOYSA-N,2.25,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
O=C(O)C(NC(=O)C([NH3+])CC=1([NH+]=CNC=1))CC=2([NH+]=CNC=2),O=C(O)C(NC(=O)C([NH3+])CC=1([NH+]=CNC=1))CC=2([NH+]=CNC=2),BLZSXQJXNOHNHY-UHFFFAOYSA-N,2.25,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
O=[N+]([O-])C1(=C(NN=C1C)C(=O)O),O=[N+]([O-])C1(=C(NN=C1C)C(=O)O),RFGSRUNVFVKCGD-UHFFFAOYSA-N,2.26,acidic,RES200_Opt1_acidic,18.0,potentiometric,train,
O=C1(OC(C2(C[NH2+]C(C2(C1))C(=O)O))(C)C),O=C1(OC(C2(C[NH2+]C(C2(C1))C(=O)O))(C)C),ADVUYKHOGSPFMH-UHFFFAOYSA-N,2.27,acidic,RES200_Opt1_acidic,,,train,
S(=O)(O)CC,S(=O)(O)CC,RQIFXTOWUNAUJC-UHFFFAOYSA-N,2.27,acidic,RES200_Opt1_acidic,20.0,conductometric,train,
O=C(O)CN1(N=NN=C1),O=C(O)CN1(N=NN=C1),FKBZWORSXYIOTR-UHFFFAOYSA-N,2.27,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
O[N+]1(=C(N(C)C)C=CC=C1),O[N+]1(=C(N(C)C)C=CC=C1),JUMNTWQQQPEVDH-UHFFFAOYSA-N,2.27,acidic,RES200_Opt1_acidic,,potentiometric,train,
OC=1(C=2(C([NH+]=CC=1)=CC=CC=2)),OC=1(C=2(C([NH+]=CC=1)=CC=CC=2)),PMZDQRJGMBOQBF-UHFFFAOYSA-N,2.27,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
O=C(O)C(C#N)(CC1(=CC=CC=C1))C,O=C(O)C(C#N)(CC1(=CC=CC=C1))C,XOKVFRWKAZRXOS-UHFFFAOYSA-N,2.29,acidic,RES200_Opt1_acidic,25.0,conductometric,train,
O=C(O)CN(CC(=O)O)CC(=O)N,O=C(O)CN(CC(=O)O)CC(=O)N,OTDSBUBMBLMHNI-UHFFFAOYSA-N,2.29,acidic,RES200_Opt1_acidic,20.0,mean from 2,train,
O=C(O)C1(=C[N+](=CC=C1)C),O=C(O)C1(=C[N+](=CC=C1)C),WWNNZCOKKKDOPX-UHFFFAOYSA-O,2.29,acidic,RES200_Opt1_acidic,22.0,mean from 4,train,
N#CC(C#N)=C(C1(=CC=CC=C1))C(C#N)C#N,N#CC(C#N)=C(C1(=CC=CC=C1))C(C#N)C#N,SNQOPTUJDBYSRE-UHFFFAOYSA-N,2.3,acidic,RES200_Opt1_acidic,,,train,
O=C(O)C(=O)C(C)(C)C,O=C(O)C(=O)C(C)(C)C,IAWVHZJZHDSEOC-UHFFFAOYSA-N,2.3,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
[Br]C1(=C(ON=C1C2(=CC=CC=C2))O),[Br]C1(=C(ON=C1C2(=CC=CC=C2))O),RNZWXMWCMSSQAE-UHFFFAOYSA-N,2.3,acidic,RES200_Opt1_acidic,,spectrophotometric,train,
IC1(C(=O)OCC1=O),IC1(C(=O)OCC1=O),TUZDQCNENQWHBU-UHFFFAOYSA-N,2.31,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
O=C(O)C[NH2+]CC,O=C(O)C[NH2+]CC,CSFVKTYZTWXLAD-UHFFFAOYSA-N,2.31,acidic,RES200_Opt1_acidic,25.0,mean from 2,train,
O=C(O)C[NH2+]CCC,O=C(O)C[NH2+]CCC,LFBYROQJOXLJSE-UHFFFAOYSA-N,2.31,acidic,RES200_Opt1_acidic,25.0,mean from 2,train,
O=C(O)C[NH2+]CCCC,O=C(O)C[NH2+]CCCC,LMAWUSFQIDAPEF-UHFFFAOYSA-N,2.32,acidic,RES200_Opt1_acidic,25.0,mean from 2,train,
O=C1(C(=C(O)C(C1CC=C(C)C)O)C(=O)CC(C)C),O=C1(C(=C(O)C(C1CC=C(C)C)O)C(=O)CC(C)C),SVGFBMIDSRPTCM-UHFFFAOYSA-N,2.35,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
S(=O)(O)CCC,S(=O)(O)CCC,YGUNSCNKBIOMSG-UHFFFAOYSA-N,2.35,acidic,RES200_Opt1_acidic,20.0,conductometric,train,
O=C(O)C[NH2+]C(C)C,O=C(O)C[NH2+]C(C)C,USENCRUIRHUOQL-UHFFFAOYSA-N,2.35,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
O=[N+]([O-])C1(=CC=C(C(C#N)C#N)C=C1),O=[N+]([O-])C1(=CC=C(C(C#N)C#N)C=C1),HXEPLLFRQAVQQJ-UHFFFAOYSA-N,2.35,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
S(=O)(O)C,S(=O)(O)C,XNEFVTBPCXGIRX-UHFFFAOYSA-N,2.35,acidic,RES200_Opt1_acidic,20.0,conductometric,train,
O=C(O)C(C#N)C,O=C(O)C(C#N)C,YGBHHLWQHCDCQX-UHFFFAOYSA-N,2.37,acidic,RES200_Opt1_acidic,,conductometric,train,
O=C(O)C=1(OC=2(C=CC(=CC=2(C=1))CN3(C=[NH+]C=C3))),O=C(O)C=1(OC=2(C=CC(=CC=2(C=1))CN3(C=[NH+]C=C3))),XVWMKFJWXSGCNR-UHFFFAOYSA-N,2.38,acidic,RES200_Opt1_acidic,25.0,,train,
O=C(O)CN1(N=NN=C1N),O=C(O)CN1(N=NN=C1N),QEYCIFHEZSDYPD-UHFFFAOYSA-N,2.38,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
O=[N+]([O-])C2(=C(C(C(=O)C1(=CC=CC=C1))=CC=C2)C(=O)O),O=[N+]([O-])C2(=C(C(C(=O)C1(=CC=CC=C1))=CC=C2)C(=O)O),WRXSPQXXLMCAGM-UHFFFAOYSA-N,2.39,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
O=C(O)C([NH3+])(C)C,O=C(O)C([NH3+])(C)C,FUOOLUPWFVMBKG-UHFFFAOYSA-N,2.39,acidic,RES200_Opt1_acidic,22.0,mean from 3,train,
O=C(O)C1([NH2+]CC(C1CC(=O)OC)C(O)C),O=C(O)C1([NH2+]CC(C1CC(=O)OC)C(O)C),SDHPNHLAOIMRHB-UHFFFAOYSA-N,2.4,acidic,RES200_Opt1_acidic,,,train,
SC=1(C=[N+](C2(=CC=CC=C2(C=1)))C),SC=1(C=[N+](C2(=CC=CC=C2(C=1)))C),SKZKBWJZNNZNOK-UHFFFAOYSA-O,2.4,acidic,RES200_Opt1_acidic,20.0,spectrophotometric,train,
O[N+]1(=CC=C(O)C=C1),O[N+]1(=CC=C(O)C=C1),NCDOCXYTOYFYHI-UHFFFAOYSA-O,2.4,acidic,RES200_Opt1_acidic,24.0,mean from 2,train,
O=C(O)C1([NH+]=C(N)NC1C(O)C[NH3+]),O=C(O)C1([NH+]=C(N)NC1C(O)C[NH3+]),LIORDZDUPBSJKD-UHFFFAOYSA-N,2.4,acidic,RES200_Opt1_acidic,17.0,potentiometric,train,
O=C(O)C([NH3+])CC1(C(=C)C1),O=C(O)C([NH3+])CC1(C(=C)C1),XQDNTGKOVMTIOM-UHFFFAOYSA-N,2.4,acidic,RES200_Opt1_acidic,,,train,
O2(C1(=[NH+]C(O)=CC(=C1CC2)C)),O2(C1(=[NH+]C(O)=CC(=C1CC2)C)),IVBKRUDIWDASEH-UHFFFAOYSA-N,2.42,acidic,RES200_Opt1_acidic,20.0,mean from 2,train,
SC(=O)C1(=CC=CC=C1),SC(=O)C1(=CC=CC=C1),UIJGNTRUPZPVNG-UHFFFAOYSA-N,2.44,acidic,RES200_Opt1_acidic,22.0,spectrophotometric,train,
O=C1(OC2(C(C)C)(C[NH2+]C(C2(C1))C(=O)O)),O=C1(OC2(C(C)C)(C[NH2+]C(C2(C1))C(=O)O)),CQOFBKAAFRTJQM-UHFFFAOYSA-N,2.45,acidic,RES200_Opt1_acidic,,mean from 2,train,
O=C(O)CC#N,O=C(O)CC#N,RFFFBCWBINVJFF-UHFFFAOYSA-N,2.46,acidic,RES200_Opt1_acidic,26.0,mean from 4,train,
O=C1(N(C(=O)CC1[NH3+])CCCCC([NH3+])C(=O)O),O=C1(N(C(=O)CC1[NH3+])CCCCC([NH3+])C(=O)O),GSBZIUGMPYNKER-UHFFFAOYSA-N,2.5,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
[N+]1(=NN(C)C(=N1)N)(C),[N+]1(=NN(C)C(=N1)N)(C),HUDKEZNKBRZZMR-UHFFFAOYSA-N,2.5,acidic,RES200_Opt1_acidic,,potentiometric,train,
O=C(O)C1([NH2+]CCCC1),O=C(O)C1([NH2+]CCCC1),GCXSXZOWOFVXOR-UHFFFAOYSA-N,2.5,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
S1(=O)(CN(C(=O)C)C(C1)C(=O)O),S1(=O)(CN(C(=O)C)C(C1)C(=O)O),RMHVJCKPYREUFT-UHFFFAOYSA-N,2.5,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
O=[N+]([O-])C2(=C(O)C=1(NN=CC=1C(=C2)[N+](=O)[O-])),O=[N+]([O-])C2(=C(O)C=1(NN=CC=1C(=C2)[N+](=O)[O-])),PIJCDFRRVBDTOD-UHFFFAOYSA-N,2.5,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
ClC(C(=O)O)C=C,ClC(C(=O)O)C=C,NYNQSVNBCKXGTB-UHFFFAOYSA-N,2.54,acidic,RES200_Opt1_acidic,25.0,conductometric,train,
O=C(O)C#CCC(C)(C)C,O=C(O)C#CCC(C)(C)C,JNUHCWCASOFEJM-UHFFFAOYSA-N,2.54,acidic,RES200_Opt1_acidic,25.0,,train,
OC1(=C(C=C(C(O)=C(C#N)C#N)C=C1C)C),OC1(=C(C=C(C(O)=C(C#N)C#N)C=C1C)C),BWDUZGXJMYIUCP-UHFFFAOYSA-N,2.55,acidic,RES200_Opt1_acidic,,,train,
O=[N+]([O-])C1(=C(C(=O)O)C=C(C)C=C1),O=[N+]([O-])C1(=C(C(=O)O)C=C(C)C=C1),QRRSIFNWHCKMSW-UHFFFAOYSA-N,2.55,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
FCC(=O)O,FCC(=O)O,RCQJUKQEIMDQQU-UHFFFAOYSA-N,2.56,acidic,RES200_Opt1_acidic,15.0,conductometric,train,
O([N+]1(=CC=C(O)C=C1))C,O([N+]1(=CC=C(O)C=C1))C,ZZMBOQHEQKZJHQ-UHFFFAOYSA-O,2.57,acidic,RES200_Opt1_acidic,,potentiometric,train,
N#CC(C#N)=C(N)C(C#N)C#N,N#CC(C#N)=C(N)C(C#N)C#N,KEUDISIOUZCXLB-UHFFFAOYSA-N,2.58,acidic,RES200_Opt1_acidic,25.0,,train,
ClC1(=C(C(=CC=C1)C)C(=O)O),ClC1(=C(C(=CC=C1)C)C(=O)O),CEFMMQYDPGCYMG-UHFFFAOYSA-N,2.59,acidic,RES200_Opt1_acidic,20.0,mean from 2,train,
SC(=O)C1(=CC=C(C)C=C1),SC(=O)C1(=CC=C(C)C=C1),PJHWTWHVCOZCPU-UHFFFAOYSA-N,2.59,acidic,RES200_Opt1_acidic,22.0,spectrophotometric,train,
O=C(O)C#CCC,O=C(O)C#CCC,MINRDQDGBLQBGD-UHFFFAOYSA-N,2.6,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
[Br]C(=C(C#N)C#N)C(C#N)C#N,[Br]C(=C(C#N)C#N)C(C#N)C#N,IEOFLDOMOKFQTN-UHFFFAOYSA-N,2.6,acidic,RES200_Opt1_acidic,,,train,
O[N+]1(=C(NC)C=CC=C1),O[N+]1(=C(NC)C=CC=C1),BIABGLGSACFDEW-UHFFFAOYSA-O,2.61,acidic,RES200_Opt1_acidic,,potentiometric,train,
O=C(O)C(NC(=O)C[NH3+])CC=1([NH+]=CNC=1),O=C(O)C(NC(=O)C[NH3+])CC=1([NH+]=CNC=1),VCPPROGDWXHQPS-UHFFFAOYSA-N,2.61,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
S1(C(C(C(=O)O)N3(C1C(NC(=O)CC2(=CC=C(O)C=C2))C3=O))(C)C),S1(C(C(C(=O)O)N3(C1C(NC(=O)CC2(=CC=C(O)C=C2))C3=O))(C)C),FTZJBQTWFQFNOU-UHFFFAOYSA-N,2.62,acidic,RES200_Opt1_acidic,23.0,potentiometric,train,
N1(=NNC(=N1)C[NH3+]),N1(=NNC(=N1)C[NH3+]),ZHCLIFKUVIFYBY-UHFFFAOYSA-N,2.62,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
O=C(O)C12(OC1CC[NH2+]C2),O=C(O)C12(OC1CC[NH2+]C2),YDQZPAOBSMQNLN-UHFFFAOYSA-N,2.63,acidic,RES200_Opt1_acidic,24.0,,train,
O=C(O)C(NC(=O)CC[NH3+])CC=1(N(C=[NH+]C=1)C),O=C(O)C(NC(=O)CC[NH3+])CC=1(N(C=[NH+]C=1)C),MAPCBGPQHARUJY-UHFFFAOYSA-N,2.64,acidic,RES200_Opt1_acidic,22.0,potentiometric,train,
OC1(=[NH+]C=CC=2(C1=NC=CC=2)),OC1(=[NH+]C=CC=2(C1=NC=CC=2)),VTUQISVBYRDYAW-UHFFFAOYSA-N,2.64,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
O=C(O)C#CC(C)(C)C,O=C(O)C#CC(C)(C)C,NAQCQFVKNLZQHE-UHFFFAOYSA-N,2.66,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
O=C(O)C1([NH3+])(CCCCC1),O=C(O)C1([NH3+])(CCCCC1),WOXWUZCRWJWTRT-UHFFFAOYSA-N,2.66,acidic,RES200_Opt1_acidic,25.0,,train,
O[N+]1(=C(N)C=CC=C1),O[N+]1(=C(N)C=CC=C1),KTPMVZCGIJJWCD-UHFFFAOYSA-O,2.67,acidic,RES200_Opt1_acidic,,potentiometric,train,
S1(C([N+](=O)[O-])=CC=C1C(=O)O),S1(C([N+](=O)[O-])=CC=C1C(=O)O),UNEPVPOHGXLUIR-UHFFFAOYSA-N,2.68,acidic,RES200_Opt1_acidic,25.0,mean from 2,train,
S1(C(=C([N+](=O)[O-])C=C1)C(=O)O),S1(C(=C([N+](=O)[O-])C=C1)C(=O)O),LTFGKKLLQUAPGE-UHFFFAOYSA-N,2.68,acidic,RES200_Opt1_acidic,25.0,,train,
O=[N+]([O-])C1(=C(C(=O)O)C=CC(=C1)C),O=[N+]([O-])C1(=C(C(=O)O)C=CC(=C1)C),KZLLSSGOPIGKDO-UHFFFAOYSA-N,2.68,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
O=C(O)CONC(=[NH2+])N,O=C(O)CONC(=[NH2+])N,SHIFXMFWMWEXOT-UHFFFAOYSA-N,2.69,acidic,RES200_Opt1_acidic,23.0,potentiometric,train,
ClC1(=COC(=C1)C(=O)O),ClC1(=COC(=C1)C(=O)O),BPYVAQCDJRTUHR-UHFFFAOYSA-N,2.69,acidic,RES200_Opt1_acidic,20.0,,train,
O=C2(OCC13(C5(C(C(=O)CC1C(OC3(C2))(C)C)(C4(OC4C(=O)O)(CC(C5)(CC6(COCC6))C))C))),O=C2(OCC13(C5(C(C(=O)CC1C(OC3(C2))(C)C)(C4(OC4C(=O)O)(CC(C5)(CC6(COCC6))C))C))),HMQQGBNWHAMPHS-UHFFFAOYSA-N,2.7,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
O=C(O)C1(=NC=CN=C1),O=C(O)C1(=NC=CN=C1),NIPZZXUFJPQHNH-UHFFFAOYSA-N,2.7,acidic,RES200_Opt1_acidic,,potentiometric,train,
IC1(=C(C(=CC=C1)C)C(=O)O),IC1(=C(C(=CC=C1)C)C(=O)O),LLVYMVJLXNNRND-UHFFFAOYSA-N,2.7,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
N1(=NNC(=N1)C3(=C(C2(=NN=NN2))C=CC=C3)),N1(=NNC(=N1)C3(=C(C2(=NN=NN2))C=CC=C3)),OQTRDGZKQAZJNM-UHFFFAOYSA-N,2.71,acidic,RES200_Opt1_acidic,20.0,spectrophotometric,train,
S1(=O)(=O)(CC(=O)CC(C1)=O),S1(=O)(=O)(CC(=O)CC(C1)=O),JRAYFYLUBKSLPN-UHFFFAOYSA-N,2.72,acidic,RES200_Opt1_acidic,,potentiometric,train,
P1(=O)(O)(CCCCC1),P1(=O)(O)(CCCCC1),NNCQZOVCNZHBKO-UHFFFAOYSA-N,2.73,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
FC1(=C(C(=O)O)C=C([N+](=O)[O-])C=C1),FC1(=C(C(=O)O)C=C([N+](=O)[O-])C=C1),ICXSHFWYCHJILC-UHFFFAOYSA-N,2.73,acidic,RES200_Opt1_acidic,25.0,conductometric,train,
S3(C2(=C(C=C(CN1(C=[NH+]C=C1))C=C2)C=C3C(=O)O)),S3(C2(=C(C=C(CN1(C=[NH+]C=C1))C=C2)C=C3C(=O)O)),GEEZPHMQJXJCBB-UHFFFAOYSA-N,2.74,acidic,RES200_Opt1_acidic,25.0,,train,
ClC1(=C(C(=O)O)C=CC(=C1)Cl),ClC1(=C(C(=O)O)C=CC(=C1)Cl),ATCRIUVQKHMXSH-UHFFFAOYSA-N,2.74,acidic,RES200_Opt1_acidic,25.0,mean from 4,train,
S(=O)(O)CC(C)C,S(=O)(O)CC(C)C,WLPRUDLQOPCFNL-UHFFFAOYSA-N,2.75,acidic,RES200_Opt1_acidic,20.0,conductometric,train,
O=C(O)C(NC(=O)C([NH3+])CC(C)C)CC=1([NH+]=CNC=1),O=C(O)C(NC(=O)C([NH3+])CC(C)C)CC=1([NH+]=CNC=1),MHVCFZCSMMLJCG-UHFFFAOYSA-N,2.76,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
S1(C(C(C(=O)O)N3(C1C(NC(=O)CC2(=CC=CC=C2))C3=O))(C)C),S1(C(C(C(=O)O)N3(C1C(NC(=O)CC2(=CC=CC=C2))C3=O))(C)C),LTAJHFZLYAAGBA-UHFFFAOYSA-N,2.76,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
OC2(=[NH+]C=1(C(=CC=CC=1)C(=C2)C(O)C3([NH+]4(CC(O)(C=C)C(C3)CC4)))),OC2(=[NH+]C=1(C(=CC=CC=1)C(=C2)C(O)C3([NH+]4(CC(O)(C=C)C(C3)CC4)))),CKTWUPKTWOKVDJ-UHFFFAOYSA-N,2.76,acidic,RES200_Opt1_acidic,,,train,
S(=O)(=O)(N(CC)CC)C1(=C(SC=C1)C(=O)O),S(=O)(=O)(N(CC)CC)C1(=C(SC=C1)C(=O)O),YGXZNMUFTJSNCI-UHFFFAOYSA-N,2.77,acidic,RES200_Opt1_acidic,25.0,,train,
O=C(O)C(=O)C(C1(=CC=CC=C1))C2(=CC=CC=C2),O=C(O)C(=O)C(C1(=CC=CC=C1))C2(=CC=CC=C2),CBLCIBTYWSLBLR-UHFFFAOYSA-N,2.78,acidic,RES200_Opt1_acidic,,potentiometric,train,
O=C(O)C(O)C[NH3+],O=C(O)C(O)C[NH3+],WQQTVMDBIWUNEJ-UHFFFAOYSA-N,2.78,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
O=C(O)CC(C1(=[NH+]C=CN1))C2(=[NH+]C=CN2),O=C(O)CC(C1(=[NH+]C=CN1))C2(=[NH+]C=CN2),AERKCKJUJKBKSI-UHFFFAOYSA-N,2.79,acidic,RES200_Opt1_acidic,24.9,potentiometric,train,
S1(C(C(C(=O)O)N3(C1C(NC(=O)COC2(=CC=C(C)C=C2))C3=O))(C)C),S1(C(C(C(=O)O)N3(C1C(NC(=O)COC2(=CC=C(C)C=C2))C3=O))(C)C),ZDXSKYDWKJYRIS-UHFFFAOYSA-N,2.8,acidic,RES200_Opt1_acidic,24.0,,train,
O=C(O)C1(=CN=NC=C1),O=C(O)C1(=CN=NC=C1),JUSIWJONLKBPDU-UHFFFAOYSA-N,2.8,acidic,RES200_Opt1_acidic,,,train,
O=[N+]([O-])C=1(C=2(C(C(O)=C(C=1)C[NH+](CC)CC)=CC=CC=2)),O=[N+]([O-])C=1(C=2(C(C(O)=C(C=1)C[NH+](CC)CC)=CC=CC=2)),RVMDQSIRTSDBRH-UHFFFAOYSA-N,2.82,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
S=C(S)NCCO,S=C(S)NCCO,MMLBEXXDOLIGCR-UHFFFAOYSA-N,2.82,acidic,RES200_Opt1_acidic,25.0,,train,
[Br]C(C(=O)O)C(C)C,[Br]C(C(=O)O)C(C)C,OZPGSAOMUMGMFM-UHFFFAOYSA-N,2.82,acidic,RES200_Opt1_acidic,20.0,,train,
